title,subject,interal_id,url,id_number,description
Module 6 Problem solving with the coordinate plane,5th grade (Eureka Math/EngageNY),xa56687a7,https://www.khanacademy.org/math/5th-engage-ny/engage-5th-module-6,engage-5th-module-6,"In this module  students develop a coordinate system for the first quadrant of the coordinate plane and use it to solve problems.  Students use the familiar number line as an introduction to the idea of a coordinate and construct two perpendicular number lines to create a coordinate system on the plane.  They see that just as points on the line can be located by their distance from 0  the plane’s coordinate system can be used to locate and plot points using two coordinates.  They then use the coordinate system to explore relationships between points  ordered pairs  patterns  lines and  more abstractly  the rules that generate them.  This study culminates in an exploration of the coordinate plane in real-world applications." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Ratios and unit rates,6th grade (Eureka Math/EngageNY),x2c8bd785,https://www.khanacademy.org/math/6th-engage-ny/engage-6th-module-1,engage-6th-module-1,"In Module 1  students build on their prior work in measurement and in multiplication and division as they study the concepts and language of ratios and unit rates. They use proportional reasoning to solve problems. In particular  students solve ratio and rate using tape diagrams  tables of equivalent ratios  double number line diagrams  and equations. They plot pairs of values generated from a ratio or rate on the first quadrant of the coordinate plane." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Arithmetic operations including dividing by a fraction,6th grade (Eureka Math/EngageNY),xcc6017fc,https://www.khanacademy.org/math/6th-engage-ny/engage-6th-module-2,engage-6th-module-2,"Students expand their understanding of the number system and build their fluency in arithmetic operations in Module 2. Students learned in Grade 5 to divide whole numbers by unit fractions and unit fractions by whole numbers. Now  they apply and extend their understanding of multiplication and division to divide fractions by fractions. The meaning of this operation is connected to real-world problems as students are asked to create and solve fraction division word problems. Students continue (from Fifth Grade) to build fluency with adding  subtracting  multiplying  and dividing multi-digit decimal numbers using the standard algorithms." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Rational numbers,6th grade (Eureka Math/EngageNY),x979ec292,https://www.khanacademy.org/math/6th-engage-ny/engage-6th-module-3,engage-6th-module-3,"Major themes of Module 3 are to understand rational numbers as points on the number line and to extend previous understandings of numbers to the system of rational numbers  which now include negative numbers. Students extend coordinate axes to represent points in the plane with negative number coordinates and  as part of doing so  see that negative numbers can represent quantities in real-world contexts. They use the number line to order numbers and to understand the absolute value of a number. They begin to solve real-world and mathematical problems by graphing points in all four quadrants  a concept that continues throughout to be used into high school and beyond." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Expressions and equations,6th grade (Eureka Math/EngageNY),x80fafbe0,https://www.khanacademy.org/math/6th-engage-ny/engage-6th-module-4,engage-6th-module-4,"With their sense of number expanded to include negative numbers  in Module 4 students begin formal study of algebraic expressions and equations. Students learn equivalent expressions by continuously relating algebraic expressions back to arithmetic and the properties of arithmetic (commutative  associative  and distributive). They write  interpret  and use expressions and equations as they reason about and solve one-variable equations and inequalities and analyze quantitative relationships between two variables." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Area surface area and volume problems,6th grade (Eureka Math/EngageNY),x5aaf9ad1,https://www.khanacademy.org/math/6th-engage-ny/engage-6th-module-5,engage-6th-module-5,"Module 5 is an opportunity to practice the material learned in Module 4 in the context of geometry; students apply their newly acquired capabilities with expressions and equations to solve for unknowns in area  surface area  and volume problems. They find the area of triangles and other two-dimensional figures and use the formulas to find the volumes of right rectangular prisms with fractional edge lengths. Students use negative numbers in coordinates as they draw lines and polygons in the coordinate plane. They also find the lengths of sides of figures  joining points with the same first coordinate or the same second coordinate and apply these techniques to solve real-world and mathematical problems." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 6 Statistics,6th grade (Eureka Math/EngageNY),xf707feda,https://www.khanacademy.org/math/6th-engage-ny/engage-6th-module-6,engage-6th-module-6,"In Module 6  students develop an understanding of statistical variability and apply that understanding as they summarize  describe  and display distributions. In particular  careful attention is given to measures of center and variability." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Ratios and proportional relationships,7th grade (Eureka Math/EngageNY),x27543407,https://www.khanacademy.org/math/7th-engage-ny/engage-7th-module-1,engage-7th-module-1,"In Module 1  students build on their Grade 6 experiences with ratios  unit rates  and fraction division to analyze proportional relationships. They decide whether two quantities are in a proportional relationship  identify constants of proportionality  and represent the relationship by equations. These skills are then applied to real-world problems including scale drawings."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Rational numbers,7th grade (Eureka Math/EngageNY),x4b63ca24,https://www.khanacademy.org/math/7th-engage-ny/engage-7th-module-2,engage-7th-module-2,"Students continue to build an understanding of the number line in Module 2 from their work in Grade 6. They learn to add  subtract  multiply  and divide rational numbers. Module 2 includes rational numbers as they appear in expressions and equations—work that is continued in Module 3." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Expressions and equations,7th grade (Eureka Math/EngageNY),x1e214063,https://www.khanacademy.org/math/7th-engage-ny/engage-7th-module-3,engage-7th-module-3,"Module 3 consolidates and expands students’ previous work with generating equivalent expressions and solving equations. Students solve real-life and mathematical problems using numerical and algebraic expressions and equations. Their work with expressions and equations is applied to finding unknown angles and problems involving area  volume  and surface area." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Percent and proportional relationships,7th grade (Eureka Math/EngageNY),xe048f240,https://www.khanacademy.org/math/7th-engage-ny/engage-7th-module-4,engage-7th-module-4,"Module 4 parallels Module 1’s coverage of ratio and proportion  but this time with a concentration on percent. Problems in this module include simple interest  tax  markups and markdowns  gratuities and commissions  fees  percent increase and decrease  and percent error. Additionally  this module includes percent problems about populations  which prepare students for probability models about populations covered in the next module. " Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Statistics and probability,7th grade (Eureka Math/EngageNY),x83a102cb,https://www.khanacademy.org/math/7th-engage-ny/engage-7th-module-5,engage-7th-module-5,"In Module 5  students learn to draw inferences about populations based on random samples. Through the study of chance processes  students learn to develop  use and evaluate probability models." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 6 Geometry,7th grade (Eureka Math/EngageNY),xb282e68b,https://www.khanacademy.org/math/7th-engage-ny/engage-7th-module-6,engage-7th-module-6,"The year concludes with students drawing and constructing geometrical figures in Module 6. They also revisit unknown angle  area  volume  and surface area problems  which now include problems involving percentages of areas or volumes." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Integer exponents and scientific notation,8th grade (Eureka Math/EngageNY),x02b767d2,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-1,engage-8th-module-1,"This year begins with students extending the properties of exponents to integer exponents in Module 1. They use the number line model to support their understanding of the rational numbers and the number system. The number system is revisited at the end of the year (in Module 7) to develop the real number line through a detailed study of irrational numbers. " Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 The concept of congruence,8th grade (Eureka Math/EngageNY),xe0191c84,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-2,engage-8th-module-2,"In Module 2  students study congruence by experimenting with rotations  reflections  and translations of geometrical figures. Their study of congruence culminates with an introduction to the Pythagorean Theorem in which the teacher guides students through the “square-within-a-square” proof of the theorem. Students practice the theorem in real-world applications and mathematical problems throughout the year." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Similarity,8th grade (Eureka Math/EngageNY),x28eabc20,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-3,engage-8th-module-3,"The experimental study of rotations  reflections  and translations in Module 2 prepares students for the more complex work of understanding the effects of dilations on geometrical figures in their study of similarity in Module 3. They use similar triangles to solve unknown angle  side length and area problems. Module 3 concludes with revisiting a proof of the Pythagorean Theorem from the perspective of similar triangles. " Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Linear equations,8th grade (Eureka Math/EngageNY),x58beebf4,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-4,engage-8th-module-4,"In Module 4  students use similar triangles learned in Module 3 to explain why the slope of a line is well-defined. Students learn the connection between proportional relationships  lines  and linear equations as they develop ways to represent a line by different equations (y = mx + b  y – y1 = m  etc.). They analyze and solve linear equations and pairs of simultaneous linear equations. The equation of a line provides a natural transition into the idea of a function explored in the next two modules." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Examples of functions from geometry,8th grade (Eureka Math/EngageNY),xfa80bcdc,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-5,engage-8th-module-5,"Students are introduced to functions in the context of linear equations and area/volume formulas in Module 5. They define  evaluate  and compare functions using equations of lines as a source of linear functions and area and volume formulas as a source of non-linear functions. " Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 6 Linear functions,8th grade (Eureka Math/EngageNY),x63ea1b64,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-6,engage-8th-module-6,"In Module 6  students return to linear functions in the context of statistics and probability as bivariate data provides support in the use of linear functions. " Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 7 Introduction to irrational numbers using geometry,8th grade (Eureka Math/EngageNY),xc7564d00,https://www.khanacademy.org/math/8th-engage-ny/engage-8th-module-7,engage-8th-module-7,"By Module 7 students have been using the Pythagorean Theorem for several months. They are sufficiently prepared to learn and explain a proof of the theorem on their own. The Pythagorean Theorem is also used to motivate a discussion of irrational square roots (irrational cube roots are introduced via volume of a sphere). Thus  as the year began with looking at the number system  so it concludes with students understanding irrational numbers and ways to represent them (radicals  non-repeating decimal expansions) on the real number line. " Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Relationships between quantities and reasoning with equations and their graphs,Algebra I (Eureka Math/EngageNY),xa76356b2f977ab5c,https://www.khanacademy.org/math/engageny-alg-1/alg1-1,alg1-1,"In this module students analyze and explain precisely the process of solving an equation.  Through repeated reasoning  students develop fluency in writing  interpreting  and translating between various forms of linear equations and inequalities and make conjectures about the form that a linear equation might take in a solution to a problem.  They reason abstractly and quantitatively by choosing and interpreting units in the context of creating equations in two variables to represent relationships between quantities.  They master the solution of linear equations and apply related solution techniques and the properties of exponents to the creation and solution of simple exponential equations.  They learn the terminology specific to polynomials and understand that polynomials form a system analogous to the integers." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Descriptive statistics,Algebra I (Eureka Math/EngageNY),x961d84dc25cb5311,https://www.khanacademy.org/math/engageny-alg-1/alg1-2,alg1-2,"In this module  students reconnect with and deepen their understanding of statistics and probability concepts first introduced in Grades 6  7  and 8. Students develop a set of tools for understanding and interpreting variability in data  and begin to make more informed decisions from data. They work with data distributions of various shapes  centers  and spreads. Students build on their experience with bivariate quantitative data from Grade 8. This module sets the stage for more extensive work with sampling and inference in later grades." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Linear and exponential functions,Algebra I (Eureka Math/EngageNY),x1b2e686e76eda1f2,https://www.khanacademy.org/math/engageny-alg-1/alg1-3,alg1-3,"In earlier grades  students define  evaluate  and compare functions and use them to model relationships between quantities. In this module  students extend their study of functions to include function notation and the concepts of domain and range. They explore many examples of functions and their graphs  focusing on the contrast between linear and exponential functions. They interpret functions given graphically  numerically  symbolically  and verbally; translate between representations; and understand the limitations of various representations." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Polynomial and quadratic expressions equations and functions,Algebra I (Eureka Math/EngageNY),x897d2288f2808e20,https://www.khanacademy.org/math/engageny-alg-1/alg1-module-4,alg1-module-4,"In earlier modules  students analyze the process of solving equations and developing fluency in writing  interpreting  and translating between various forms of linear equations (Module 1) and linear and exponential functions (Module 3). These experiences combined with modeling with data (Module 2)  set the stage for Module 4. Here students continue to interpret expressions  create equations  rewrite equations and functions in different but equivalent forms  and graph and interpret functions  but this time using polynomial functions  and more specifically quadratic functions  as well as square root and cube root functions." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 A synthesis of modeling with equations and functions,Algebra I (Eureka Math/EngageNY),xe33764561029a9dc,https://www.khanacademy.org/math/engageny-alg-1/alg1-5,alg1-5,"In Module 5  students synthesize what they have learned during the year about functions to select the correct function type in a series of modeling problems. Students no longer have the benefit of a module or lesson title that includes function type to guide them in their choices. Skills and knowledge from the previous modules will support the requirements of this module  including writing  rewriting  comparing  and graphing functions and interpretation of the parameters of an equation. Students must also draw on their study of statistics in Module 2  using graphs and functions to model a context presented with data and/or tables of values. In this module  the modeling cycle is used  as the organizing structure  rather than function type." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Congruence proof and constructions,Geometry (Eureka Math/EngageNY),xb242ed07182cf776,https://www.khanacademy.org/math/engageny-geo/geo-1,geo-1,"Module 1 embodies critical changes in Geometry as outlined by the Common Core. The heart of the module is the study of transformations and the role transformations play in defining congruence. The topic of transformations is introduced in a primarily experiential manner in Grade 8 and is formalized in Grade 10 with the use of precise language. The need for clear use of language is emphasized through vocabulary  the process of writing steps to perform constructions  and ultimately as part of the proof-writing process." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Similarity proof and trigonometry,Geometry (Eureka Math/EngageNY),xba1d019802b431fc,https://www.khanacademy.org/math/engageny-geo/geo-2,geo-2,"Just as rigid motions are used to define congruence in Module 1  so dilations are added to define similarity in Module 2.  To be able to discuss similarity  students must first have a clear understanding of how dilations behave.  This is done in two parts  by studying how dilations yield scale drawings and reasoning why the properties of dilations must be true. Once dilations are clearly established  similarity transformations are defined and length and angle relationships are examined  yielding triangle similarity criteria.  An in-depth look at similarity within right triangles follows  and finally the module ends with a study of right triangle trigonometry." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Extending to three dimensions,Geometry (Eureka Math/EngageNY),x75c6dfefd3c939ee,https://www.khanacademy.org/math/engageny-geo/geo-3,geo-3,"Module 3  Extending to Three Dimensions  builds on students’ understanding of congruence in Module 1 and similarity in Module 2 to prove volume formulas for solids." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Connecting algebra and geometry through coordinates,Geometry (Eureka Math/EngageNY),xce8bf658e1cf0870,https://www.khanacademy.org/math/engageny-geo/geo-4,geo-4,"In this module  students explore and experience the utility of analyzing algebra and geometry challenges through the framework of coordinates. The module opens with a modeling challenge  one that reoccurs throughout the lessons  to use coordinate geometry to program the motion of a robot that is bound within a certain polygonal region of the plane—the room in which it sits. To set the stage for complex work in analytic geometry (computing coordinates of points of intersection of lines and line segments or the coordinates of points that divide given segments in specific length ratios  and so on)  students will describe the region via systems of algebraic inequalities and work to constrain the robot motion along line segments within the region." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Circles with and without coordinates,Geometry (Eureka Math/EngageNY),xbe9bab1c3c4d21de,https://www.khanacademy.org/math/engageny-geo/geo-5,geo-5,"This module brings together the ideas of similarity and congruence and the properties of length  area  and geometric constructions studied throughout the year.  It also includes the specific properties of triangles  special quadrilaterals  parallel lines and transversals  and rigid motions established and built upon throughout this mathematical story.  This module's focus is on the possible geometric relationships between a pair of intersecting lines and a circle drawn on the page." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Polynomial rational and radical relationships,Algebra II (Eureka Math/EngageNY),x9cafb2a54b4ff0bc,https://www.khanacademy.org/math/engageny-alg2/alg2-1,alg2-1,"Students connect polynomial arithmetic to computations with whole numbers and integers.  Students learn that the arithmetic of rational expressions is governed by the same rules as the arithmetic of rational numbers.  This unit helps students see connections between solutions to polynomial equations  zeros of polynomials  and graphs of polynomial functions.  Polynomial equations are solved over the set of complex numbers  leading to a beginning understanding of the fundamental theorem of algebra.  Application and modeling problems connect multiple representations and include both real world and purely mathematical situations." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Trigonometric functions,Algebra II (Eureka Math/EngageNY),xd1009e9811f861b8,https://www.khanacademy.org/math/engageny-alg2/alg2-2,alg2-2,"Module 2 builds on students’ previous work with units and with functions from Algebra I  and with trigonometric ratios and circles from high school Geometry. The heart of the module is the study of precise definitions of sine and cosine (as well as tangent and the co-functions) using transformational geometry from high school Geometry. This precision leads to a discussion of a mathematically natural unit of rotational measure  a radian  and students begin to build fluency with the values of the trigonometric functions in terms of radians. Students graph sinusoidal and other trigonometric functions  and use the graphs to help in modeling and discovering properties of trigonometric functions. The study of the properties culminates in the proof of the Pythagorean identity and other trigonometric identities." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Exponential and logarithmic functions,Algebra II (Eureka Math/EngageNY),x14e254db48b192be,https://www.khanacademy.org/math/engageny-alg2/alg2-3,alg2-3,"In this module  students synthesize and generalize what they have learned about a variety of function families.  They extend the domain of exponential functions to the entire real line (N-RN.A.1) and then extend their work with these functions to include solving exponential equations with logarithms (F-LE.A.4).  They explore (with appropriate tools) the effects of transformations on graphs of exponential and logarithmic functions.  They notice that the transformations on a graph of a logarithmic function relate to the logarithmic properties (F-BF.B.3).  Students identify appropriate types of functions to model a situation.  They adjust parameters to improve the model  and they compare models by analyzing appropriateness of fit and making judgments about the domain over which a model is a good fit.  The description of modeling as  “the process of choosing and using mathematics and statistics to analyze empirical situations  to understand them better  and to make decisions ” is at the heart of this module.  In particular  through repeated opportunities in working through the modeling cycle (see page 61 of the CCLS)  students acquire the insight that the same mathematical or statistical structure can sometimes model seemingly different situations." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Inferences and conclusions from data,Algebra II (Eureka Math/EngageNY),xd0f954b40143bae0,https://www.khanacademy.org/math/engageny-alg2/alg2-4,alg2-4,"Students build a formal understanding of probability  considering complex events such as unions  intersections  and complements as well as the concept of independence and conditional probability.  The idea of using a smooth curve to model a data distribution is introduced along with using tables and technology to find areas under a normal curve.  Students make inferences and justify conclusions from sample surveys  experiments  and observational studies.  Data is used from random samples to estimate a population mean or proportion.  Students calculate margin of error and interpret it in context.  Given data from a statistical experiment  students use simulation to create a randomization distribution and use it to determine if there is a significant difference between two treatments." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Complex numbers and transformations,Precalculus (Eureka Math/EngageNY),xb517f6e55b004e3a,https://www.khanacademy.org/math/engageny-precalc/precalc-1,precalc-1,"Module 1 sets the stage for expanding students' understanding of transformations by exploring the notion of linearity.  This leads to the study of complex numbers and linear transformations in the complex plane.  The teacher materials consist of the teacher pages including exit tickets  exit ticket solutions  and all student materials with solutions for each lesson in Module 1." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Vectors and matrices,Precalculus (Eureka Math/EngageNY),xe5cc296b934c793f,https://www.khanacademy.org/math/engageny-precalc/precalc-2,precalc-2,"Module 2 extends the concept of matrices introduced in Module 1.  Students look at incidence relationships in networks and encode information about them via high-dimensional matrices.  Matrix properties are studied as well as the role of the zero and identity matrices.  Students then use matrices to study and solve higher order systems of equations.  Vectors are introduced  and students study the arithmetic of vectors and vector magnitude.  The module ends as students program video games using matrices and vectors." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Rational and exponential functions,Precalculus (Eureka Math/EngageNY),x9d82ee49c20bacf2,https://www.khanacademy.org/math/engageny-precalc/precalc-3,precalc-3,"Students revisit the fundamental theorem of algebra as they explore complex roots of polynomial functions.  They use polynomial identities  the binomial theorem  and Pascal’s Triangle to find roots of polynomials and roots of unity. Students compare and create different representations of functions while studying function composition  graphing functions  and finding inverse functions." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Trigonometry,Precalculus (Eureka Math/EngageNY),x5e03251a59854b6d,https://www.khanacademy.org/math/engageny-precalc/precalc-4,precalc-4,"This module revisits trigonometry that was introduced in Geometry and Algebra II  uniting and further expanding the ideas of right triangle trigonometry and the unit circle.  New tools are introduced for solving geometric and modeling problems through the power of trigonometry.  Students explore sine  cosine  and tangent functions and their periodicity  derive formulas for triangles that are not right  and study the graphs of trigonometric functions and their inverses." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Probability and statistics,Precalculus (Eureka Math/EngageNY),x38f2f2c2dc296eb2,https://www.khanacademy.org/math/engageny-precalc/precalc-5,precalc-5,"In this module  students build on their understanding of probability developed in previous grades.  In Topic A the multiplication rule for independent events introduced in Algebra II is generalized to a rule that can be used to calculate probability where two events are not independent.  Students are also introduced to three techniques for counting outcomes.  Topic B presents information related to random variables and discrete probability distributions.  Topic C is a capstone topic for this module  where students use what they have learned about probability and expected value to analyze strategies and make decisions in a variety of contexts." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,x7483a4d57b287088,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m1-engage-ny-foundations,3rd-m1-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 1
Module 2 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,x7fc54c85344f12c1,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m2-engage-ny-foundations,3rd-m2-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 2
Module 3 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,x41a32ce948cc36db,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m3-engage-ny-foundations,3rd-m3-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 3
Module 4 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,xfc2d325c0ad80e7a,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m4-engage-ny-foundations,3rd-m4-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 4
Module 5 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,x11365215894378fe,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m5-engage-ny-foundations,3rd-m5-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 5
Module 6 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,xbe3dfd78cb320e42,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m6-engage-ny-foundations,3rd-m6-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 6
Module 7 Foundations,3rd grade foundations (Eureka Math/EngageNY) ,x68906cef03c3b96b,https://www.khanacademy.org/math/3rd-grade-foundations-engageny/3rd-m7-engage-ny-foundations,3rd-m7-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 3rd Grade  Module 7
Module 1 Foundations,4th grade foundations (Eureka Math/EngageNY) ,x099ea1001b623b8e,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m1-engage-ny-foundations,4th-m1-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 1
Module 2 Foundations,4th grade foundations (Eureka Math/EngageNY) ,x655a92398fc45a2d,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m2-engage-ny-foundations,4th-m2-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 2
Module 3 Foundations,4th grade foundations (Eureka Math/EngageNY) ,xf72180fa431f8064,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m3-engage-ny-foundations,4th-m3-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 3
Module 4 Foundations,4th grade foundations (Eureka Math/EngageNY) ,x898a1003269e3b95,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m4-engage-ny-foundations,4th-m4-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 4
Module 5 Foundations,4th grade foundations (Eureka Math/EngageNY) ,x522865eedd4e7eff,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m5-engage-ny-foundations,4th-m5-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 5
Module 6 Foundations,4th grade foundations (Eureka Math/EngageNY) ,xe658929870c756de,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m6-engage-ny-foundations,4th-m6-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 6
Module 7 Foundations,4th grade foundations (Eureka Math/EngageNY) ,x831e09252366e6ce,https://www.khanacademy.org/math/4th-grade-foundations-engageny/4th-m7-engage-ny-foundations,4th-m7-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 4th Grade  Module 7
Module 1 Foundations,5th grade foundations (Eureka Math/EngageNY) ,xe97a3157afc03c9e,https://www.khanacademy.org/math/5th-grade-foundations-engageny/5th-m1-engage-ny-foundations,5th-m1-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 5th Grade  Module 1
Module 2 Foundations,5th grade foundations (Eureka Math/EngageNY) ,xad72385a025936cb,https://www.khanacademy.org/math/5th-grade-foundations-engageny/5th-m2-engage-ny-foundations,5th-m2-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 5th Grade  Module 2
Module 3 Foundations,5th grade foundations (Eureka Math/EngageNY) ,xf75049465dc751cc,https://www.khanacademy.org/math/5th-grade-foundations-engageny/5th-m3-engage-ny-foundations,5th-m3-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 5th Grade  Module 3
Module 4 Foundations,5th grade foundations (Eureka Math/EngageNY) ,x77c77378c6772806,https://www.khanacademy.org/math/5th-grade-foundations-engageny/5th-m4-engage-ny-foundations,5th-m4-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 5th Grade  Module 4
Module 5 Foundations,5th grade foundations (Eureka Math/EngageNY) ,x1e2a5310a0a61778,https://www.khanacademy.org/math/5th-grade-foundations-engageny/5th-m5-engage-ny-foundations,5th-m5-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 5th Grade  Module 5
Module 6 Foundations,5th grade foundations (Eureka Math/EngageNY) ,xc528822513113d5f,https://www.khanacademy.org/math/5th-grade-foundations-engageny/5th-m6-engage-ny-foundations,5th-m6-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 5th Grade  Module 6
Module 1 Foundations,6th grade foundations (Eureka Math/EngageNY),x2f41f428,https://www.khanacademy.org/math/6th-grade-foundations-engageny/6th-m1-engage-ny-foundations,6th-m1-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 6th Grade  Module 1
Module 2 Foundations,6th grade foundations (Eureka Math/EngageNY),x6374926b873d6d5d,https://www.khanacademy.org/math/6th-grade-foundations-engageny/6th-m2-engage-ny-foundations,6th-m2-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 6th Grade  Module 2
Module 3 Foundations,6th grade foundations (Eureka Math/EngageNY),x24f68f6541fb1419,https://www.khanacademy.org/math/6th-grade-foundations-engageny/6th-m3-engage-ny-foundations,6th-m3-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 6th Grade  Module 3
Module 4 Foundations,6th grade foundations (Eureka Math/EngageNY),x6f9cc3335e5386b1,https://www.khanacademy.org/math/6th-grade-foundations-engageny/6th-m4-engage-ny-foundations,6th-m4-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 6th Grade  Module 4
Module 5 Foundations,6th grade foundations (Eureka Math/EngageNY),x8bd768baa98fe85e,https://www.khanacademy.org/math/6th-grade-foundations-engageny/6th-m5-engage-ny-foundations,6th-m5-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 6th Grade  Module 5
Module 6 Foundations,6th grade foundations (Eureka Math/EngageNY),x1c15f8fb77f6b1ff,https://www.khanacademy.org/math/6th-grade-foundations-engageny/6th-m6-engage-ny-foundations,6th-m6-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 6th Grade  Module 6
Module 1 Foundations,7th grade foundations (Eureka Math/EngageNY),xa7d836e369cb0004,https://www.khanacademy.org/math/7th-grade-foundations-engageny/7th-m1-engage-ny-foundations,7th-m1-engage-ny-foundations,Foundational material to help you prepare for Eureka Math/EngageNY 7th Grade  Module 1
